Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Female,18,5,8.7,4,'Less than 5 hours',Healthy,'Class 12',Yes,5,1,No,0
Female,18,3,8.5,2,'More than 8 hours',Healthy,'Class 12',Yes,10,1,Yes,1
Female,30,2,9.44,3,'5-6 hours',Moderate,B.Arch,No,4,2,Yes,0
Female,33,1,6.05,3,'7-8 hours',Moderate,MBA,No,7,1,No,0
Female,29,5,9.6,2,'5-6 hours',Moderate,B.Arch,No,12,3,Yes,1
Female,28,1,8.7,4,'Less than 5 hours',Unhealthy,MD,Yes,7,3,No,1
Male,26,1,6.85,4,'More than 8 hours',Unhealthy,BBA,No,0,1,Yes,0
Male,22,4,9.33,4,'More than 8 hours',Moderate,BCA,Yes,9,2,No,0
Female,28,5,7.25,4,'Less than 5 hours',Moderate,BCA,Yes,12,2,Yes,1
Male,32,4,5.81,5,'7-8 hours',Unhealthy,ME,Yes,12,2,Yes,1
Female,31,4,8.17,3,'7-8 hours',Healthy,MCA,Yes,11,4,No,1
Male,20,4,6.03,3,'7-8 hours',Unhealthy,'Class 12',Yes,4,2,Yes,1
Female,30,5,5.56,2,'7-8 hours',Unhealthy,MBBS,Yes,11,3,Yes,1
Male,27,1,6.78,4,'Less than 5 hours',Unhealthy,B.Ed,No,2,1,Yes,0
Male,26,4,6.53,3,'5-6 hours',Moderate,B.Pharm,Yes,6,1,No,1
Male,34,3,5.12,5,'More than 8 hours',Healthy,LLM,Yes,9,3,Yes,0
Female,20,2,5.74,4,'5-6 hours',Healthy,'Class 12',No,10,1,Yes,0
Male,22,3,6.16,1,'Less than 5 hours',Healthy,MSc,Yes,5,2,No,1
Female,20,2,5.98,3,'5-6 hours',Healthy,'Class 12',No,2,3,Yes,0
Female,27,3,9.05,1,'7-8 hours',Healthy,LLB,Yes,2,5,No,1
Female,25,3,6.78,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,12,4,Yes,1
Male,19,4,8.04,3,'5-6 hours',Healthy,'Class 12',Yes,10,5,No,1
Male,29,5,7.38,1,'More than 8 hours',Unhealthy,BSc,Yes,10,5,No,1
Female,18,3,5.85,2,'7-8 hours',Healthy,'Class 12',No,12,1,Yes,1
Female,21,5,8.04,2,'Less than 5 hours',Healthy,B.Ed,Yes,3,2,No,1
Female,31,1,8.39,5,'Less than 5 hours',Unhealthy,MCA,No,10,1,No,0
Female,33,4,6.02,1,'5-6 hours',Moderate,M.Tech,Yes,10,4,Yes,1
Male,33,5,6.74,4,'7-8 hours',Moderate,M.Tech,No,7,5,No,1
Male,21,3,5.26,1,'More than 8 hours',Moderate,B.Tech,No,8,5,No,0
Female,21,5,6.16,1,'5-6 hours',Moderate,BBA,Yes,8,5,No,1
Male,23,4,5.75,2,'More than 8 hours',Healthy,MSc,Yes,4,3,No,1
Male,20,4,9.11,4,'5-6 hours',Unhealthy,'Class 12',Yes,9,5,Yes,1
Female,20,5,8.9,4,'7-8 hours',Unhealthy,'Class 12',Yes,7,5,Yes,1
Female,20,5,7.04,4,'7-8 hours',Moderate,'Class 12',Yes,12,5,No,1
Male,20,5,5.74,5,'More than 8 hours',Unhealthy,'Class 12',No,4,2,No,0
Female,33,4,7.72,4,'7-8 hours',Moderate,MHM,Yes,4,2,Yes,1
Male,29,5,5.64,4,'Less than 5 hours',Healthy,MSc,Yes,6,4,No,1
Female,21,3,5.66,4,'5-6 hours',Unhealthy,BCA,No,6,2,Yes,1
Male,28,4,7.09,1,'5-6 hours',Moderate,BHM,Yes,10,3,Yes,1
Female,25,4,7.52,5,'More than 8 hours',Moderate,MD,Yes,11,3,Yes,1
Female,22,3,8.96,2,'5-6 hours',Healthy,MSc,Yes,4,2,Yes,1
Female,24,1,7.39,3,'5-6 hours',Moderate,B.Arch,No,3,1,Yes,0
Male,19,1,5.6,4,'Less than 5 hours',Moderate,'Class 12',Yes,3,3,No,0
Male,32,3,5.64,3,'7-8 hours',Unhealthy,ME,Yes,7,5,No,1
Female,25,1,9.04,4,'5-6 hours',Healthy,B.Com,No,10,1,No,0
Female,25,5,8.04,3,'Less than 5 hours',Unhealthy,B.Com,Yes,6,4,No,1
Male,21,4,8.43,1,'7-8 hours',Unhealthy,BSc,Yes,4,2,No,1
Female,28,1,9.34,2,'Less than 5 hours',Moderate,BBA,No,9,3,Yes,0
Male,20,3,8.78,2,'Less than 5 hours',Moderate,'Class 12',Yes,10,4,Yes,1
Male,26,4,5.88,5,'More than 8 hours',Unhealthy,BA,Yes,3,1,Yes,0
Female,19,5,6.27,5,'5-6 hours',Unhealthy,'Class 12',Yes,10,5,No,1
Male,25,2,7.88,3,'5-6 hours',Healthy,M.Ed,Yes,9,4,No,1
Female,33,3,5.44,5,'7-8 hours',Unhealthy,MHM,No,11,1,Yes,0
Female,20,2,8.52,5,'Less than 5 hours',Moderate,'Class 12',No,10,1,Yes,0
Male,22,3,6.03,3,'5-6 hours',Unhealthy,BA,Yes,7,4,Yes,0
Male,26,2,9.6,4,'5-6 hours',Unhealthy,B.Pharm,No,5,1,Yes,0
Female,20,2,8.9,3,'5-6 hours',Healthy,'Class 12',No,11,2,No,0
Male,23,1,7.48,3,'Less than 5 hours',Unhealthy,M.Tech,Yes,2,3,No,1
Male,33,1,9.39,3,'5-6 hours',Healthy,BSc,No,0,5,No,0
Female,20,4,7.1,3,'5-6 hours',Moderate,'Class 12',Yes,9,3,No,0
Female,29,5,5.44,3,'7-8 hours',Unhealthy,LLM,No,11,1,No,1
Male,33,1,6.37,1,'More than 8 hours',Moderate,MCA,No,8,2,No,0
Male,26,1,9.5,4,'More than 8 hours',Healthy,MBBS,Yes,7,4,No,0
Female,27,1,5.82,4,'5-6 hours',Healthy,B.Pharm,No,0,1,No,0
Female,34,5,5.72,2,'7-8 hours',Healthy,M.Com,Yes,9,1,No,0
Male,34,4,5.64,4,'More than 8 hours',Moderate,M.Com,No,10,1,Yes,0
Female,20,3,9.04,2,'Less than 5 hours',Moderate,'Class 12',Yes,9,5,No,1
Male,28,5,8.19,4,'More than 8 hours',Unhealthy,B.Arch,Yes,11,1,No,1
Male,28,3,8.44,4,'7-8 hours',Unhealthy,MBA,No,11,4,Yes,1
Female,23,3,5.67,4,'7-8 hours',Unhealthy,MSc,Yes,11,1,Yes,1
Female,34,2,8.98,4,'Less than 5 hours',Moderate,B.Tech,Yes,4,5,Yes,0
Female,20,3,9.44,5,'7-8 hours',Healthy,'Class 12',Yes,2,1,Yes,1
Female,25,4,5.82,2,'5-6 hours',Moderate,B.Arch,No,11,1,No,0
Male,26,4,8.04,3,'5-6 hours',Moderate,LLM,Yes,6,5,Yes,1
Male,18,3,9.37,2,'Less than 5 hours',Unhealthy,'Class 12',No,11,4,No,1
Female,24,3,5.59,2,'7-8 hours',Healthy,BCA,Yes,9,4,No,1
Male,28,1,8.44,2,'More than 8 hours',Unhealthy,B.Arch,No,11,3,Yes,0
Male,34,3,6.99,5,'7-8 hours',Unhealthy,BCA,Yes,8,3,No,1
Male,23,3,8.44,2,'Less than 5 hours',Moderate,B.Ed,Yes,6,2,No,0
Male,27,3,6.86,4,'5-6 hours',Unhealthy,BSc,Yes,11,2,Yes,1
Female,19,1,5.8,2,'More than 8 hours',Unhealthy,'Class 12',No,3,2,Yes,0
Male,32,3,5.75,4,'Less than 5 hours',Unhealthy,B.Tech,Yes,8,1,Yes,1
Female,20,1,7.92,5,'More than 8 hours',Moderate,'Class 12',No,11,5,No,0
Male,25,3,6.78,4,'More than 8 hours',Healthy,M.Pharm,Yes,9,4,No,0
Female,24,5,7.28,1,'Less than 5 hours',Unhealthy,B.Com,Yes,2,4,No,1
Female,22,5,7.6,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,5,2,Yes,1
Male,27,3,7.91,2,'More than 8 hours',Healthy,B.Arch,Yes,6,5,No,0
Female,18,5,9.17,3,'Less than 5 hours',Moderate,'Class 12',No,6,1,No,1
Male,23,1,7.46,5,'More than 8 hours',Healthy,M.Ed,No,9,2,No,0
Female,29,5,8.9,4,'7-8 hours',Moderate,BSc,Yes,8,3,Yes,1
Female,18,1,9.79,1,'7-8 hours',Unhealthy,'Class 12',Yes,8,2,No,0
Female,31,2,7.53,3,'Less than 5 hours',Moderate,MBBS,No,3,1,Yes,0
Female,33,5,9.39,5,'More than 8 hours',Unhealthy,B.Com,Yes,9,5,Yes,1
Male,33,4,5.37,4,'5-6 hours',Moderate,B.Ed,No,5,1,No,0
Female,34,1,9.43,3,'Less than 5 hours',Unhealthy,M.Com,Yes,9,1,No,0
Male,28,1,9.49,4,'7-8 hours',Healthy,B.Pharm,No,0,5,No,0
Male,20,4,9.91,3,'5-6 hours',Moderate,'Class 12',Yes,11,1,No,1
Male,25,3,7.88,5,'7-8 hours',Unhealthy,BSc,Yes,11,2,No,1
Female,21,5,7.1,5,'5-6 hours',Unhealthy,BSc,No,1,2,No,0
Female,29,5,9.36,4,'Less than 5 hours',Healthy,PhD,Yes,11,5,No,1
Female,33,4,5.12,3,'Less than 5 hours',Healthy,LLM,No,10,4,Yes,1
Female,33,3,5.88,3,'7-8 hours',Healthy,B.Ed,Yes,2,4,Yes,1
Female,21,1,9.96,5,'5-6 hours',Moderate,B.Arch,No,0,4,Yes,0
Female,29,4,5.16,2,'7-8 hours',Unhealthy,BHM,No,11,2,No,0
Male,31,1,7.08,1,'More than 8 hours',Healthy,B.Com,No,12,3,Yes,0
Male,24,1,9.26,4,'7-8 hours',Moderate,MA,No,6,1,No,0
Female,19,5,8.83,1,'5-6 hours',Healthy,'Class 12',Yes,6,2,Yes,1
Male,25,3,10.0,3,'More than 8 hours',Unhealthy,BBA,Yes,10,3,Yes,0
Male,27,2,9.39,5,'7-8 hours',Unhealthy,MSc,Yes,6,1,Yes,0
Female,31,3,9.87,3,'7-8 hours',Healthy,B.Ed,Yes,12,5,No,1
Female,28,4,7.09,1,'7-8 hours',Healthy,BE,No,1,4,Yes,0
Male,34,3,8.04,4,'5-6 hours',Healthy,MD,Yes,7,2,No,0
Female,31,5,6.95,3,'Less than 5 hours',Moderate,BSc,No,8,1,Yes,1
Male,20,3,8.58,1,'7-8 hours',Healthy,'Class 12',Yes,9,2,Yes,1
Female,18,4,7.28,3,'Less than 5 hours',Moderate,'Class 12',Yes,8,5,No,1
Female,20,4,6.21,1,'7-8 hours',Moderate,'Class 12',Yes,10,4,Yes,1
Male,24,4,9.24,3,'Less than 5 hours',Healthy,B.Ed,Yes,6,2,No,1
Female,28,3,8.59,3,'Less than 5 hours',Healthy,MBA,No,1,2,Yes,0
Female,19,5,5.37,4,'Less than 5 hours',Healthy,'Class 12',Yes,3,5,No,1
Male,28,1,5.74,1,'5-6 hours',Moderate,B.Tech,Yes,8,5,No,1
Male,28,1,9.86,5,'7-8 hours',Unhealthy,MBA,Yes,12,5,Yes,1
Female,28,1,9.21,5,'Less than 5 hours',Healthy,B.Arch,No,8,1,No,0
Female,19,1,7.8,2,'Less than 5 hours',Unhealthy,'Class 12',No,11,1,No,0
Male,28,2,8.35,2,'Less than 5 hours',Unhealthy,MBBS,Yes,6,1,Yes,0
Female,21,3,9.46,1,'Less than 5 hours',Unhealthy,M.Com,Yes,5,5,No,1
Female,19,1,5.82,4,'5-6 hours',Healthy,'Class 12',No,10,3,Yes,0
Male,29,4,9.24,1,'Less than 5 hours',Unhealthy,BCA,No,8,2,Yes,1
Male,32,2,7.47,5,'7-8 hours',Healthy,M.Tech,No,5,1,No,0
Male,26,4,6.25,2,'Less than 5 hours',Unhealthy,'Class 12',Yes,12,4,Yes,1
Male,22,2,6.63,4,'More than 8 hours',Moderate,BHM,Yes,7,4,No,1
Female,24,2,5.16,1,'5-6 hours',Moderate,M.Tech,Yes,2,4,No,1
Male,28,5,7.24,4,'7-8 hours',Healthy,M.Tech,Yes,5,4,No,0
Male,34,3,7.88,3,'More than 8 hours',Healthy,M.Ed,No,5,1,No,0
Male,20,3,7.04,4,'7-8 hours',Unhealthy,'Class 12',Yes,11,3,No,1
Female,32,2,6.47,4,'7-8 hours',Moderate,LLB,No,11,3,Yes,0
Female,20,3,9.74,3,'7-8 hours',Moderate,'Class 12',No,2,4,Yes,1
Male,18,3,6.63,3,'5-6 hours',Moderate,'Class 12',Yes,11,4,Yes,1
Female,25,1,8.95,2,'More than 8 hours',Unhealthy,MSc,Yes,7,1,Yes,0
Male,29,3,9.26,3,'Less than 5 hours',Moderate,MSc,Yes,2,1,No,0
Male,27,5,8.35,2,'Less than 5 hours',Healthy,BBA,Yes,6,4,Yes,1
Female,34,3,8.17,3,'7-8 hours',Healthy,M.Com,No,2,4,No,0
Male,32,1,9.87,3,'Less than 5 hours',Healthy,B.Arch,Yes,2,5,Yes,1
Male,29,3,7.25,1,'5-6 hours',Unhealthy,MSc,Yes,9,4,Yes,1
Female,23,4,7.77,1,'5-6 hours',Healthy,B.Com,No,6,1,Yes,1
Female,27,4,5.06,5,'7-8 hours',Unhealthy,B.Com,Yes,0,4,Yes,1
Female,29,5,6.04,2,'More than 8 hours',Unhealthy,BCA,Yes,2,5,Yes,1
Female,30,2,7.21,3,'More than 8 hours',Unhealthy,'Class 12',Yes,11,1,Yes,1
Female,21,3,6.83,5,'More than 8 hours',Unhealthy,M.Ed,Yes,8,3,No,1
Female,32,5,7.17,2,'5-6 hours',Unhealthy,M.Ed,Yes,2,5,No,1
Male,20,5,8.24,2,'Less than 5 hours',Moderate,'Class 12',Yes,3,5,Yes,1
Female,25,5,8.97,2,'Less than 5 hours',Moderate,PhD,Yes,1,5,Yes,1
Male,31,1,5.74,1,'More than 8 hours',Healthy,BA,Yes,10,2,Yes,0
Male,20,5,6.88,5,'Less than 5 hours',Unhealthy,'Class 12',Yes,12,2,No,1
Female,23,3,7.77,3,'7-8 hours',Unhealthy,B.Tech,Yes,5,5,Yes,1
Male,31,1,9.54,4,'More than 8 hours',Moderate,M.Pharm,No,2,1,No,0
Female,34,1,9.03,5,'7-8 hours',Moderate,B.Ed,No,1,3,No,0
Male,24,3,9.96,2,'7-8 hours',Unhealthy,'Class 12',Yes,10,4,No,1
Male,32,3,9.72,4,'7-8 hours',Moderate,LLM,Yes,9,3,Yes,1
Male,30,4,6.51,1,'More than 8 hours',Healthy,M.Com,Yes,0,3,Yes,0
Female,18,4,7.52,1,'Less than 5 hours',Unhealthy,'Class 12',Yes,7,2,Yes,0
Male,33,2,7.25,4,'7-8 hours',Healthy,M.Tech,No,12,2,No,0
Male,34,4,7.51,1,'7-8 hours',Unhealthy,MSc,Yes,11,2,Yes,1
Female,20,3,6.04,4,'5-6 hours',Healthy,'Class 12',Yes,4,2,Yes,0
Female,22,5,7.51,3,'5-6 hours',Moderate,BE,Yes,9,5,No,1
Male,34,1,7.6,3,'7-8 hours',Moderate,MSc,No,11,3,Yes,0
Female,30,5,6.78,1,'5-6 hours',Unhealthy,B.Com,Yes,10,3,No,1
Male,19,3,5.08,4,'More than 8 hours',Moderate,'Class 12',Yes,10,3,No,1
Female,19,4,5.56,1,'More than 8 hours',Healthy,'Class 12',No,0,4,Yes,0
Male,20,5,5.45,2,'More than 8 hours',Unhealthy,'Class 12',Yes,5,5,No,1
Male,25,4,9.96,2,'Less than 5 hours',Healthy,MD,Yes,2,5,No,1
Female,30,5,9.39,5,'Less than 5 hours',Moderate,PhD,No,12,1,No,0
Male,26,4,7.88,1,'Less than 5 hours',Moderate,B.Com,Yes,0,5,No,1
Female,21,1,5.74,2,'More than 8 hours',Unhealthy,B.Arch,No,10,2,No,0
Female,28,4,9.72,1,'Less than 5 hours',Unhealthy,B.Tech,Yes,12,3,No,1
Male,18,3,8.08,5,'7-8 hours',Unhealthy,'Class 12',Yes,5,5,Yes,1
Male,24,2,5.64,1,'Less than 5 hours',Unhealthy,B.Com,Yes,10,5,No,1
Male,29,4,8.04,5,'More than 8 hours',Unhealthy,ME,No,1,2,Yes,0
Male,28,5,8.95,5,'7-8 hours',Unhealthy,MBBS,Yes,8,2,No,1
Male,31,3,8.46,5,'Less than 5 hours',Moderate,M.Ed,No,12,3,No,0
Male,25,5,6.83,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,7,2,Yes,1
Male,28,4,8.91,5,'7-8 hours',Moderate,MD,No,0,2,No,0
Male,33,1,9.71,2,'5-6 hours',Moderate,M.Tech,No,3,4,Yes,0
Male,30,4,6.99,2,'More than 8 hours',Moderate,BBA,Yes,6,5,No,1
Female,28,2,6.0,5,'More than 8 hours',Unhealthy,M.Ed,No,12,5,Yes,1
Male,20,4,6.99,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,8,5,Yes,1
Female,18,1,9.37,3,'7-8 hours',Healthy,'Class 12',No,11,2,Yes,0
Female,29,2,9.44,5,'7-8 hours',Moderate,BCA,No,4,2,Yes,0
Male,28,4,7.53,2,'Less than 5 hours',Moderate,MBBS,Yes,8,1,Yes,1
Female,24,1,9.19,2,'7-8 hours',Moderate,B.Arch,Yes,10,3,Yes,0
Male,25,5,6.51,2,'Less than 5 hours',Unhealthy,MSc,No,10,3,No,0
Male,21,1,7.09,5,'More than 8 hours',Healthy,MCA,No,4,5,Yes,0
Male,21,1,6.51,1,'5-6 hours',Moderate,BCA,Yes,12,1,Yes,0
Female,28,5,7.72,2,'5-6 hours',Unhealthy,BE,Yes,8,4,No,1
Female,34,5,6.36,5,'Less than 5 hours',Unhealthy,BHM,No,11,4,No,0
Female,29,4,5.32,2,'Less than 5 hours',Unhealthy,B.Ed,Yes,11,3,No,1
Female,19,3,8.35,2,'5-6 hours',Healthy,'Class 12',No,9,4,Yes,0
Female,19,1,8.13,1,'More than 8 hours',Unhealthy,'Class 12',No,0,5,No,0
Male,21,5,8.73,5,'7-8 hours',Unhealthy,BA,Yes,4,3,No,1
Male,23,4,6.16,3,'Less than 5 hours',Moderate,MSc,Yes,9,5,No,1
Female,25,2,8.9,2,'5-6 hours',Moderate,PhD,Yes,4,4,No,1
Female,29,4,8.92,2,'5-6 hours',Unhealthy,BCA,Yes,9,3,No,1
Male,27,4,7.51,4,'More than 8 hours',Moderate,B.Com,Yes,6,5,No,1
Female,19,5,7.48,1,'Less than 5 hours',Moderate,'Class 12',Yes,11,5,Yes,1
Male,26,3,7.11,4,'Less than 5 hours',Moderate,BBA,Yes,4,5,No,0
Female,19,5,9.12,1,'More than 8 hours',Healthy,'Class 12',Yes,2,3,No,1
Female,22,3,9.4,1,'Less than 5 hours',Moderate,B.Tech,No,0,3,No,0
Female,23,1,9.91,4,'More than 8 hours',Unhealthy,B.Com,Yes,7,5,No,0
Male,29,4,9.24,1,'Less than 5 hours',Unhealthy,B.Tech,Yes,2,5,No,1
Male,21,1,7.77,1,'5-6 hours',Healthy,B.Com,Yes,8,2,No,1
Male,24,4,7.1,3,'5-6 hours',Moderate,BSc,Yes,8,2,No,1
Male,24,2,8.38,2,'5-6 hours',Healthy,M.Tech,No,10,1,No,1
Male,32,4,5.37,5,'More than 8 hours',Moderate,M.Tech,No,12,3,Yes,1
Female,22,3,8.11,4,'Less than 5 hours',Unhealthy,BA,Yes,6,2,Yes,1
Male,23,3,6.16,3,'7-8 hours',Unhealthy,M.Tech,No,1,1,No,0
Female,33,4,5.16,5,'Less than 5 hours',Moderate,BHM,No,11,4,No,1
Female,27,4,6.25,3,'5-6 hours',Healthy,LLB,Yes,4,5,No,1
Female,26,3,9.44,3,'7-8 hours',Moderate,MA,No,7,2,Yes,0
Male,24,2,5.32,5,'Less than 5 hours',Unhealthy,B.Ed,Yes,10,3,Yes,1
Male,33,5,9.98,2,'7-8 hours',Moderate,BBA,Yes,4,4,Yes,1
Male,33,4,8.17,2,'Less than 5 hours',Moderate,BA,Yes,10,5,Yes,1
Female,25,3,9.6,5,'7-8 hours',Unhealthy,B.Ed,Yes,0,3,No,1
Female,27,2,5.58,2,'More than 8 hours',Unhealthy,B.Pharm,No,12,5,Yes,1
Female,25,3,8.92,2,'7-8 hours',Unhealthy,BHM,Yes,5,5,Yes,1
Male,28,5,8.04,2,'7-8 hours',Moderate,B.Com,Yes,11,2,No,1
Female,21,1,7.77,3,'5-6 hours',Moderate,M.Tech,Yes,10,5,No,1
Male,29,2,7.88,5,'5-6 hours',Unhealthy,B.Com,Yes,3,2,No,0
Female,32,4,5.55,4,'5-6 hours',Moderate,MBBS,Yes,11,3,No,1
Male,34,3,8.74,3,'More than 8 hours',Moderate,M.Ed,No,12,3,No,0
Male,25,5,8.61,3,'7-8 hours',Healthy,B.Com,No,11,5,Yes,1
Female,21,1,8.04,5,'More than 8 hours',Moderate,B.Com,No,8,3,No,0
Male,19,5,5.12,3,'More than 8 hours',Unhealthy,'Class 12',Yes,10,3,Yes,1
Male,22,3,8.14,4,'5-6 hours',Moderate,BBA,Yes,7,1,Yes,0
Male,33,2,7.09,3,'7-8 hours',Moderate,B.Ed,No,12,3,Yes,0
Female,19,4,5.41,3,'Less than 5 hours',Unhealthy,'Class 12',Yes,11,5,Yes,1
Male,21,4,5.26,4,'Less than 5 hours',Healthy,B.Arch,Yes,6,5,Yes,1
Male,20,3,8.14,3,'Less than 5 hours',Healthy,'Class 12',Yes,9,5,No,1
Female,20,1,7.92,4,'7-8 hours',Healthy,'Class 12',No,1,2,No,0
Male,18,4,6.84,3,'7-8 hours',Moderate,'Class 12',Yes,12,1,Yes,1
Female,21,5,6.89,4,'5-6 hours',Moderate,BCA,No,9,4,No,0
Male,21,5,9.84,4,'Less than 5 hours',Healthy,MSc,No,8,5,Yes,1
Female,21,1,8.9,2,'More than 8 hours',Unhealthy,MCA,Yes,2,2,No,0
Male,29,5,9.89,3,'7-8 hours',Moderate,BCA,Yes,12,3,Yes,1
Female,28,1,9.6,2,'5-6 hours',Unhealthy,B.Arch,No,0,1,Yes,0
Male,33,4,7.04,1,'More than 8 hours',Moderate,MBBS,Yes,4,3,Yes,1
Male,24,5,5.42,5,'5-6 hours',Unhealthy,B.Pharm,Yes,6,4,Yes,1
Male,29,5,8.28,1,'Less than 5 hours',Moderate,M.Ed,Yes,4,1,No,1
Male,32,1,5.76,5,'More than 8 hours',Moderate,ME,Yes,5,5,No,0
Male,32,5,8.54,3,'7-8 hours',Moderate,B.Pharm,Yes,11,5,Yes,1
Male,26,4,9.04,3,'5-6 hours',Unhealthy,BA,Yes,10,2,No,1
Female,23,1,6.63,1,'7-8 hours',Healthy,B.Tech,Yes,0,1,No,0
Female,29,5,7.51,1,'More than 8 hours',Moderate,LLM,Yes,8,2,Yes,1
Male,27,4,9.71,5,'5-6 hours',Unhealthy,PhD,Yes,11,5,No,1
Male,31,2,5.48,4,'Less than 5 hours',Unhealthy,'Class 12',No,12,3,Yes,0
Female,32,2,8.52,1,'More than 8 hours',Unhealthy,B.Tech,No,8,3,No,0
Female,31,1,8.04,3,'7-8 hours',Healthy,LLM,No,8,1,No,0
Male,27,4,7.52,4,'More than 8 hours',Moderate,B.Arch,Yes,11,1,Yes,1
Female,21,5,8.21,2,'Less than 5 hours',Unhealthy,BCA,Yes,10,5,Yes,1
Female,20,4,5.82,1,'7-8 hours',Healthy,'Class 12',Yes,7,5,No,1
Female,25,5,5.64,3,'Less than 5 hours',Unhealthy,BCA,Yes,11,5,No,1
Female,31,5,7.82,1,'5-6 hours',Moderate,LLB,No,5,5,Yes,1
Female,24,2,8.39,2,'Less than 5 hours',Moderate,MBBS,Yes,0,2,No,0
Female,18,3,5.72,1,'More than 8 hours',Moderate,'Class 12',Yes,8,4,No,1
Male,33,2,6.83,4,'7-8 hours',Unhealthy,MSc,No,6,5,No,0
Male,25,4,6.75,3,'More than 8 hours',Healthy,B.Com,Yes,2,3,No,0
Male,26,2,9.96,3,'Less than 5 hours',Unhealthy,BBA,Yes,12,3,No,1
Female,29,3,6.78,3,'Less than 5 hours',Unhealthy,M.Ed,Yes,11,2,Yes,1
Female,21,3,5.81,4,'Less than 5 hours',Moderate,BA,Yes,11,5,Yes,1
Female,18,4,5.59,2,'More than 8 hours',Unhealthy,'Class 12',Yes,3,3,Yes,1
Male,18,5,5.56,1,'5-6 hours',Moderate,'Class 12',Yes,10,2,No,1
Male,18,5,8.11,5,'5-6 hours',Healthy,'Class 12',Yes,6,4,Yes,1
Male,31,1,9.67,4,'7-8 hours',Unhealthy,M.Tech,No,2,2,No,0
Male,31,5,5.12,2,'More than 8 hours',Moderate,LLB,Yes,12,5,No,1
Female,21,5,8.61,4,'Less than 5 hours',Unhealthy,BA,Yes,12,4,No,1
Male,24,1,5.27,3,'Less than 5 hours',Healthy,MCA,Yes,7,5,Yes,1
Male,31,4,8.04,5,'Less than 5 hours',Healthy,'Class 12',Yes,6,3,No,1
Male,24,2,9.86,4,'Less than 5 hours',Unhealthy,BA,Yes,9,2,No,0
Male,18,5,8.04,5,'Less than 5 hours',Moderate,'Class 12',Yes,7,5,Yes,1
Male,20,5,8.7,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,6,2,No,1
Female,30,3,8.55,2,'5-6 hours',Moderate,PhD,No,10,3,Yes,1
Female,20,4,6.1,3,'Less than 5 hours',Unhealthy,'Class 12',No,8,1,No,1
Male,20,3,5.66,3,'5-6 hours',Unhealthy,'Class 12',No,7,3,No,0
Male,19,1,5.79,3,'Less than 5 hours',Moderate,'Class 12',No,2,2,No,0
Male,23,5,9.71,4,'More than 8 hours',Moderate,B.Com,Yes,10,4,No,1
Male,29,5,8.83,1,'7-8 hours',Moderate,MSc,Yes,9,5,No,1
Female,19,1,8.04,4,'More than 8 hours',Healthy,'Class 12',No,8,2,Yes,0
Male,28,3,5.26,1,'Less than 5 hours',Moderate,MBA,Yes,12,2,Yes,1
Female,32,5,8.52,5,'Less than 5 hours',Unhealthy,BA,Yes,12,5,Yes,1
Female,25,4,8.91,2,'More than 8 hours',Moderate,B.Ed,No,9,2,No,0
Female,29,2,9.96,3,'Less than 5 hours',Healthy,M.Com,Yes,12,5,No,1
Female,23,5,5.42,5,'Less than 5 hours',Unhealthy,MD,No,11,4,No,1
Female,24,3,7.09,3,'7-8 hours',Healthy,B.Ed,Yes,1,2,No,1
Female,18,5,8.77,1,'7-8 hours',Healthy,'Class 12',Yes,9,1,Yes,1
Male,31,1,8.28,5,'5-6 hours',Unhealthy,B.Pharm,No,6,3,Yes,0
Female,26,4,8.29,4,'5-6 hours',Moderate,BCA,Yes,9,2,Yes,1
Male,32,5,9.72,1,'Less than 5 hours',Moderate,LLB,Yes,4,3,Yes,1
Female,20,4,8.28,4,'Less than 5 hours',Unhealthy,'Class 12',Yes,9,5,No,1
Female,31,5,9.05,5,'More than 8 hours',Unhealthy,B.Ed,No,11,3,No,1
Female,30,4,5.08,5,'Less than 5 hours',Moderate,'Class 12',Yes,8,2,Yes,0
Female,20,1,6.92,3,'Less than 5 hours',Moderate,'Class 12',Yes,5,5,No,1
Male,33,3,7.53,3,'Less than 5 hours',Unhealthy,M.Tech,No,12,5,No,0
Male,26,3,5.86,4,'7-8 hours',Unhealthy,B.Ed,Yes,3,3,No,0
Male,33,2,6.78,3,'7-8 hours',Unhealthy,MSc,No,8,1,No,0
Male,27,4,9.71,4,'Less than 5 hours',Healthy,BSc,No,9,3,Yes,0
Female,24,1,5.86,3,'5-6 hours',Healthy,BE,No,10,1,No,0
Female,20,5,6.16,5,'Less than 5 hours',Healthy,'Class 12',Yes,9,2,Yes,1
Female,31,2,7.37,4,'7-8 hours',Unhealthy,'Class 12',No,11,2,Yes,0
Male,22,2,7.85,3,'Less than 5 hours',Moderate,MSc,Yes,11,5,Yes,1
Male,29,3,5.16,4,'More than 8 hours',Moderate,M.Ed,Yes,11,1,Yes,0
Female,32,4,8.95,3,'More than 8 hours',Moderate,BCA,Yes,4,1,Yes,0
